Date,SPY,IWM,GLD,TLT,IYR,XME,EEM
2006-06-22,124.46,68.24,57.73,83.59,68.96,45.07,29.19
2006-06-23,124.47,68.65,57.99,83.42,68.7,45.99,29.14
2006-06-26,124.99,69.1,58.28,83.42,69.39,46.31,29.27
2006-06-27,123.91,68.3,57.68,83.67,69.25,45.97,28.59
2006-06-28,124.75,68.6,57.54,83.25,69.49,46.34,29.48
2006-06-29,127.27,71.25,59.52,83.51,70.91,49.29,31.24
2006-06-30,127.23,71.73,61.23,84.32,71.25,49.48,31.27
2006-07-03,127.8,72.63,62.18,83.91,72.54,50.83,31.96
2006-07-05,127.07,71.57,62.5,83.24,72.5,50.0,30.97
2006-07-06,127.44,71.55,63.02,83.75,72.7,50.05,31.6
2006-07-07,126.61,70.49,62.63,84.29,72.4,49.36,31.0
2006-07-10,126.85,70.5,62.02,84.37,73.15,49.08,31.25
2006-07-11,127.41,71.12,63.81,84.64,73.13,49.06,31.4
2006-07-12,126.05,69.65,64.92,84.66,73.45,48.76,30.7
2006-07-13,124.0,68.07,65.55,84.99,72.31,46.63,29.49
2006-07-14,123.52,67.53,65.85,85.04,71.34,46.03,29.64
2006-07-17,123.34,67.44,63.95,85.17,71.29,45.19,29.17
2006-07-18,123.97,67.9,62.9,84.44,72.08,44.97,29.58
2006-07-19,125.69,69.5,64.03,85.24,73.86,47.2,31.4
2006-07-20,124.83,67.72,62.54,85.49,72.95,44.76,30.5
2006-07-21,123.95,66.75,61.71,85.33,71.59,42.99,29.91
2006-07-24,126.21,68.88,61.14,85.28,72.84,43.58,31.25
2006-07-25,126.66,69.05,61.55,85.03,73.34,45.34,31.34
2006-07-26,126.83,68.9,62.0,85.34,73.65,44.81,31.2
2006-07-27,126.71,68.24,62.9,85.21,73.1,44.08,31.63
2006-07-28,127.98,69.67,63.11,85.7,74.19,44.08,32.31
2006-07-31,127.85,69.68,63.16,85.8,73.85,45.91,32.0
2006-08-01,127.22,68.59,64.32,85.46,73.5,45.36,31.49
2006-08-02,128.08,69.5,64.75,85.78,73.5,46.38,31.9
2006-08-03,128.42,70.34,64.12,85.8,74.29,46.48,31.87
2006-08-04,128.2,69.62,64.28,86.32,75.4,45.3,31.93
2006-08-07,127.95,69.35,64.5,86.37,74.58,45.92,31.73
2006-08-08,127.41,68.39,63.97,86.18,73.36,44.87,31.73
2006-08-09,126.98,67.7,64.63,85.9,72.68,44.84,31.85
2006-08-10,127.37,68.3,63.25,85.77,72.83,44.43,32.18
2006-08-11,127.01,67.6,62.71,85.4,72.23,43.54,31.79
2006-08-14,127.11,68.0,62.25,85.25,72.9,42.82,31.92
2006-08-15,128.63,69.42,62.01,85.97,73.75,43.98,32.7
2006-08-16,129.79,70.42,62.49,86.55,73.95,45.38,33.02
2006-08-17,130.03,70.53,61.03,86.52,74.03,44.66,33.07
2006-08-18,130.69,70.94,61.04,86.77,74.05,45.1,32.75
2006-08-21,130.13,70.18,62.44,87.08,74.48,45.28,32.58
2006-08-22,130.12,70.41,62.05,87.11,75.15,45.01,32.57
2006-08-23,129.76,69.6,61.83,87.15,74.31,44.31,31.98
2006-08-24,129.65,69.48,61.75,87.31,74.66,44.07,31.9
2006-08-25,129.81,69.6,61.77,87.44,74.58,44.46,31.99
2006-08-28,130.43,70.34,61.0,87.52,75.5,43.82,32.35
2006-08-29,130.58,71.25,60.94,87.64,75.5,44.23,32.46
2006-08-30,130.66,71.8,61.42,87.87,76.05,43.89,32.6
2006-08-31,130.64,71.77,62.29,88.08,76.05,44.31,32.51
2006-09-01,131.42,71.82,62.14,87.76,75.67,45.08,32.87
2006-09-05,131.67,72.47,63.36,87.26,76.31,46.22,33.05
2006-09-06,130.51,70.93,62.86,87.09,75.92,44.9,32.1
2006-09-07,129.91,70.3,61.25,87.26,75.43,44.03,31.73
2006-09-08,130.28,70.57,60.64,87.33,76.2,43.39,31.99
2006-09-11,130.41,70.48,58.5,87.25,76.31,40.8,31.31
2006-09-12,131.69,72.14,58.32,87.69,77.3,41.16,31.84
2006-09-13,132.22,72.75,58.62,87.73,78.0,42.36,32.32
2006-09-14,132.23,72.49,57.19,87.53,78.0,41.3,32.05
2006-09-15,131.96,72.66,57.4,87.46,78.2,41.51,32.24
2006-09-18,132.14,72.64,58.23,87.4,77.75,42.19,32.6
2006-09-19,131.81,72.32,56.92,88.3,78.25,41.43,32.1
2006-09-20,132.51,73.29,57.26,88.43,78.0,40.93,32.76
2006-09-21,131.87,72.5,57.95,89.24,77.2,41.04,31.96
2006-09-22,131.47,71.54,58.5,89.61,77.6,40.19,31.56
2006-09-25,132.48,72.39,58.5,90.31,77.55,39.72,31.92
2006-09-26,133.58,72.39,58.74,89.93,76.85,41.4,32.3
2006-09-27,133.74,72.92,59.81,89.63,77.52,41.25,32.22
2006-09-28,133.69,72.63,59.79,89.52,77.25,41.35,32.48
2006-09-29,133.58,72.0,59.47,89.39,77.15,41.38,32.22
2006-10-02,133.08,71.32,59.15,89.3,77.13,41.33,32.17
2006-10-03,133.36,71.22,57.11,89.18,77.88,39.67,31.73
2006-10-04,134.92,72.95,56.37,89.83,78.75,39.96,32.58
2006-10-05,135.18,73.88,56.92,89.2,79.23,42.05,33.02
2006-10-06,135.01,73.5,56.99,88.27,78.65,42.07,32.93
2006-10-09,135.09,74.06,57.2,88.51,79.18,42.61,32.81
2006-10-10,135.27,74.1,57.0,87.81,79.21,43.65,33.11
2006-10-11,135.11,73.81,56.88,87.58,79.0,43.4,32.93
2006-10-12,136.28,75.3,57.49,87.6,79.75,44.78,33.73
2006-10-13,136.63,75.9,58.57,87.16,80.52,45.2,33.93
2006-10-16,136.84,76.35,59.17,87.55,80.86,46.27,34.03
2006-10-17,136.41,75.97,58.65,87.62,80.46,45.95,33.58
2006-10-18,136.59,75.98,58.59,87.8,80.95,45.37,33.91
2006-10-19,136.81,76.35,59.41,87.64,80.75,46.89,34.06
2006-10-20,136.84,75.6,58.78,87.55,80.65,45.89,33.9
2006-10-23,137.47,75.75,57.76,87.2,81.03,46.32,33.87
2006-10-24,137.88,75.9,58.17,87.2,80.8,48.11,34.06
2006-10-25,138.35,76.4,58.76,87.89,81.21,48.43,34.46
2006-10-26,138.78,77.04,59.29,88.46,82.0,48.23,34.54
2006-10-27,137.91,76.14,59.4,88.87,81.47,48.02,33.97
2006-10-30,137.81,76.47,59.9,89.12,82.25,47.63,33.85
2006-10-31,137.79,76.23,60.24,89.81,82.15,47.45,34.5
2006-11-01,136.86,74.58,61.36,89.96,81.45,46.59,34.15
2006-11-02,136.78,74.47,61.92,89.59,79.88,46.85,34.26
2006-11-03,136.54,74.83,62.3,88.42,79.1,47.36,34.37
2006-11-06,138.08,75.7,61.89,88.79,79.78,48.16,35.18
2006-11-07,138.61,76.2,62.04,89.2,79.03,47.83,35.03
2006-11-08,138.91,76.59,61.11,89.53,79.21,47.76,35.12
2006-11-09,138.18,75.89,62.95,89.47,79.41,48.47,35.24
2006-11-10,138.24,76.52,62.49,89.86,79.75,47.39,35.29
2006-11-13,138.58,76.63,62.19,89.84,79.89,47.62,35.41
2006-11-14,139.62,78.11,61.63,90.19,80.72,47.58,35.96
2006-11-15,140.02,78.7,61.84,89.85,80.9,48.02,36.03
2006-11-16,140.38,78.64,61.31,89.44,81.3,46.41,35.67
2006-11-17,140.42,78.59,61.78,89.95,81.2,47.48,35.63
2006-11-20,140.5,78.7,61.77,90.09,83.77,48.6,35.49
2006-11-21,140.64,78.83,62.27,90.31,85.2,50.07,36.05
2006-11-22,140.92,78.92,62.5,90.46,85.44,50.29,36.31
2006-11-24,140.35,78.56,63.5,90.62,85.85,50.66,36.3
2006-11-27,138.42,76.8,63.7,90.95,83.52,49.61,35.61
2006-11-28,139.02,77.06,63.57,91.15,83.75,49.89,35.82
2006-11-29,140.47,78.06,63.16,90.93,85.0,51.4,36.4
2006-11-30,140.53,78.07,64.39,91.53,85.95,52.1,36.56
2006-12-01,140.22,77.78,64.12,91.42,85.75,51.71,36.41
2006-12-04,141.29,79.32,64.12,91.58,86.85,53.01,37.17
2006-12-05,141.9,79.38,63.81,91.15,86.22,52.89,37.82
2006-12-06,141.78,79.11,62.69,90.97,86.13,52.86,37.56
2006-12-07,141.16,78.77,62.73,90.9,85.2,53.23,37.43
2006-12-08,141.42,78.78,62.05,90.24,85.24,53.1,37.26
2006-12-11,141.83,78.98,62.57,90.63,85.7,52.79,37.28
2006-12-12,141.72,78.55,62.52,90.82,85.31,51.0,36.83
2006-12-13,141.87,78.65,62.48,90.01,84.84,51.62,37.03
2006-12-14,143.12,78.97,62.12,89.68,85.0,51.51,37.66
2006-12-15,142.34,78.9,61.0,89.73,84.5,51.1,37.83
2006-12-18,141.95,77.91,61.04,89.76,84.25,49.74,37.57
2006-12-19,142.22,77.86,61.8,89.64,83.6,50.59,37.33
2006-12-20,142.14,77.98,61.62,89.63,83.2,49.7,37.21
2006-12-21,141.62,77.62,61.38,90.08,82.4,48.69,37.15
2006-12-22,140.75,77.11,61.65,89.39,81.76,48.4,37.28
2006-12-26,141.58,78.21,61.98,89.66,82.58,48.76,37.63
2006-12-27,142.51,79.14,62.22,88.7,83.3,49.8,38.16
2006-12-28,142.21,78.78,62.9,88.5,83.55,49.65,38.09
2006-12-29,141.62,78.03,63.21,88.43,83.35,49.08,38.02
2007-01-03,141.37,78.16,62.28,89.07,83.87,47.66,38.34
2007-01-04,141.67,78.37,61.65,89.6,83.85,47.42,37.81
2007-01-05,140.54,76.73,60.17,89.22,82.55,47.01,36.71
2007-01-08,141.19,76.43,60.48,89.37,82.53,47.49,36.97
2007-01-09,141.07,77.15,60.85,89.37,83.5,46.95,36.15
2007-01-10,141.54,77.75,60.59,88.97,84.83,47.51,36.06
2007-01-11,142.16,78.23,60.63,88.45,85.8,47.94,36.52
2007-01-12,143.24,78.98,62.17,88.04,86.1,48.99,37.26
2007-01-16,142.96,78.45,61.97,88.2,87.09,48.18,37.4
2007-01-17,143.02,78.11,62.64,87.96,87.35,48.58,37.24
2007-01-18,142.54,77.46,62.26,88.23,87.05,47.7,36.85
2007-01-19,142.82,77.76,63.0,87.99,87.82,49.0,37.51
2007-01-22,142.38,77.19,62.72,88.2,87.55,48.65,37.47
2007-01-23,142.8,77.92,64.23,87.62,87.8,50.33,38.32
2007-01-24,143.95,78.77,64.33,87.61,89.0,50.98,38.65
2007-01-25,142.26,77.78,64.06,86.98,89.53,50.76,37.46
2007-01-26,142.16,78.07,64.1,86.91,89.8,51.41,37.69
2007-01-29,142.05,78.75,63.77,86.72,90.06,51.15,37.19
2007-01-30,142.79,79.18,64.22,86.82,90.37,52.15,37.77
2007-01-31,143.75,79.35,64.83,87.55,91.4,52.79,38.06
2007-02-01,144.61,80.2,65.22,87.09,91.35,53.77,38.53
2007-02-02,144.81,80.25,64.28,87.2,92.0,53.38,38.41
2007-02-05,144.85,80.24,64.31,87.32,91.94,53.1,38.45
2007-02-06,144.89,80.44,64.79,87.8,93.2,53.53,38.83
2007-02-07,145.21,81.18,64.63,88.06,94.57,53.21,38.68
2007-02-08,145.02,81.05,65.52,88.13,93.85,53.12,38.47
2007-02-09,143.94,80.22,66.12,87.63,92.52,52.23,38.01
2007-02-12,143.45,80.02,65.67,87.43,90.97,52.25,37.75
2007-02-13,144.66,80.68,65.84,87.24,92.59,53.35,38.35
2007-02-14,145.61,80.75,66.37,88.07,92.02,53.68,39.18
2007-02-15,145.8,80.77,66.41,88.33,92.78,54.23,39.2
2007-02-16,145.73,81.17,66.36,88.64,92.46,54.4,39.29
2007-02-20,146.04,81.9,65.31,88.84,93.24,54.4,39.39
2007-02-21,145.98,82.1,67.28,88.69,92.75,56.15,39.5
2007-02-22,145.87,82.39,67.15,88.21,92.28,56.5,39.46
2007-02-23,145.3,81.95,67.72,88.84,90.97,56.49,39.13
2007-02-26,145.17,81.75,68.1,89.43,90.38,56.6,39.11
2007-02-27,139.5,78.05,65.41,90.56,87.45,52.6,35.93
2007-02-28,140.93,78.83,66.48,90.15,88.13,54.0,36.55
2007-03-01,140.51,78.43,65.82,89.74,87.58,53.67,36.3
2007-03-02,138.67,76.8,63.71,90.2,85.77,51.68,35.95
2007-03-05,137.35,75.17,62.93,90.35,82.73,50.85,35.06
2007-03-06,139.7,77.07,64.15,90.08,85.58,52.71,36.58
2007-03-07,139.56,76.97,64.3,90.43,84.36,52.9,36.33
2007-03-08,140.74,78.01,64.48,90.35,85.71,53.79,37.22
2007-03-09,140.78,78.26,64.25,89.4,86.76,54.29,37.36
2007-03-12,140.99,78.4,64.37,89.75,87.2,54.25,37.65
2007-03-13,138.25,76.39,63.72,90.29,84.9,52.35,36.33
2007-03-14,139.28,77.25,63.94,89.88,85.3,53.49,36.75
2007-03-15,139.47,77.8,63.98,89.87,85.94,54.23,37.05
2007-03-16,138.53,77.37,64.62,89.85,85.46,53.74,36.71
2007-03-19,140.2,78.25,64.74,89.66,86.32,54.86,37.56
2007-03-20,140.97,78.84,65.27,89.71,86.6,55.14,37.75
2007-03-21,143.29,80.34,65.82,89.75,87.82,56.48,38.92
2007-03-22,143.18,80.27,65.76,89.04,87.75,56.66,38.75
2007-03-23,143.39,80.24,65.15,88.79,87.05,56.86,38.97
2007-03-26,143.2,80.02,65.84,88.9,85.7,57.48,38.84
2007-03-27,142.86,79.63,65.7,88.75,84.99,56.84,38.74
2007-03-28,141.82,79.22,66.05,88.57,84.0,56.47,38.13
2007-03-29,141.97,79.18,65.65,88.45,84.45,57.33,38.8
2007-03-30,142.0,79.51,65.74,88.28,85.24,57.23,38.79
2007-04-02,142.16,79.75,65.85,88.1,86.25,58.19,39.11
2007-04-03,143.69,80.53,65.83,87.99,87.0,58.41,39.66
2007-04-04,143.85,80.57,66.81,88.08,86.43,59.37,39.96
2007-04-05,144.24,80.44,66.86,87.75,86.5,59.73,40.06
2007-04-09,144.44,80.57,66.53,87.17,86.44,60.61,40.22
2007-04-10,144.61,80.8,67.16,87.43,86.66,60.49,40.41
2007-04-11,144.02,80.3,67.08,87.37,85.5,59.85,40.03
2007-04-12,144.66,80.84,66.99,87.39,85.05,60.64,40.7
2007-04-13,145.32,81.4,67.84,87.12,85.98,61.45,40.95
2007-04-16,146.7,82.45,68.4,87.6,85.96,62.84,41.41
2007-04-17,147.09,82.26,68.0,88.09,87.19,62.14,41.17
2007-04-18,147.27,81.78,68.38,88.53,86.88,61.37,40.85
2007-04-19,147.23,81.36,67.53,88.38,86.13,61.13,40.53
2007-04-20,148.62,82.31,68.7,88.15,87.07,62.36,41.01
2007-04-23,148.06,82.21,68.26,88.47,87.81,63.49,40.8
2007-04-24,148.12,82.29,67.73,88.8,87.21,62.64,40.86
2007-04-25,149.48,82.53,67.89,88.49,87.33,63.91,41.31
2007-04-26,149.65,83.17,66.87,87.85,87.45,63.87,41.24
2007-04-27,149.53,82.48,67.56,87.83,87.16,63.33,41.05
2007-04-30,148.29,80.74,67.09,88.75,85.49,62.13,40.24
2007-05-01,148.67,81.14,66.69,88.49,85.04,61.46,40.4
2007-05-02,149.54,82.15,66.66,88.44,85.74,62.57,41.2
2007-05-03,150.35,82.29,67.49,88.24,86.08,63.21,41.57
2007-05-04,150.92,82.87,68.19,88.6,85.65,63.03,41.54
2007-05-07,150.95,82.59,68.25,88.84,85.73,64.05,41.8
2007-05-08,150.75,82.29,67.88,88.64,85.17,64.57,41.26
2007-05-09,151.16,82.62,67.45,88.29,86.16,66.0,41.93
2007-05-10,149.58,81.54,66.0,88.5,85.3,64.26,40.9
2007-05-11,150.86,82.3,66.45,88.19,86.25,65.65,41.94
2007-05-14,150.53,81.7,66.28,87.96,85.35,64.88,41.53
2007-05-15,150.57,80.98,66.54,87.93,84.2,64.41,41.58
2007-05-16,151.6,81.43,65.6,87.87,83.42,64.2,42.18
2007-05-17,151.3,80.78,65.06,87.51,81.92,63.81,42.01
2007-05-18,152.62,81.73,65.52,86.93,81.21,65.18,42.24
2007-05-21,152.54,82.76,65.67,87.19,81.77,65.63,42.3
2007-05-22,152.42,83.33,65.22,86.74,82.62,64.66,42.32
2007-05-23,152.44,83.0,65.54,86.49,81.97,65.18,42.26
2007-05-24,151.06,82.0,64.75,86.57,80.72,63.07,41.24
2007-05-25,151.69,82.5,64.94,86.37,81.23,64.72,41.87
2007-05-29,152.24,83.33,65.07,86.36,83.71,64.58,41.73
2007-05-30,153.48,83.8,64.72,86.54,85.85,65.72,42.15
2007-05-31,153.32,84.2,65.54,86.38,85.62,66.23,42.22
2007-06-01,154.08,84.7,66.44,85.59,85.58,67.18,43.33
2007-06-04,154.1,84.79,66.54,85.98,86.12,66.91,43.14
2007-06-05,153.49,84.45,66.37,85.44,84.63,66.51,42.99
2007-06-06,151.84,83.51,66.41,85.4,84.1,65.12,41.91
2007-06-07,149.1,81.84,65.26,83.87,81.5,62.75,41.26
2007-06-08,151.04,82.85,64.22,83.8,82.84,64.43,41.99
2007-06-11,151.3,82.87,64.7,83.56,81.62,63.02,42.35
2007-06-12,149.65,81.51,64.1,82.35,79.9,61.25,41.64
2007-06-13,151.89,82.59,64.53,83.33,81.62,63.06,42.45
2007-06-14,152.86,83.34,64.6,83.12,80.78,63.85,43.11
2007-06-15,153.07,84.33,64.85,83.69,82.0,64.67,44.1
2007-06-18,152.89,84.17,64.95,83.52,80.78,63.85,44.14
2007-06-19,153.27,84.39,65.48,84.3,80.86,64.33,44.19
2007-06-20,151.14,82.93,64.71,83.62,79.42,62.97,43.81
2007-06-21,151.98,83.49,64.56,83.22,79.1,63.78,44.36
2007-06-22,150.55,82.92,64.78,83.76,78.8,63.16,43.77
2007-06-25,149.83,82.49,64.43,84.22,77.01,62.24,43.44
2007-06-26,148.29,81.74,63.62,84.24,76.9,60.75,43.06
2007-06-27,150.4,83.55,63.67,84.32,78.57,61.37,43.66
2007-06-28,150.38,83.42,64.26,84.3,77.52,62.12,43.68
2007-06-29,150.43,82.96,64.27,85.17,77.42,62.53,43.84
2007-07-02,151.79,83.99,65.02,85.29,79.37,63.98,44.72
2007-07-03,152.34,84.36,64.74,84.77,79.0,63.73,45.08
2007-07-05,152.18,84.47,64.42,83.82,80.27,64.48,45.28
2007-07-06,152.98,84.8,64.96,83.48,80.1,65.4,46.05
2007-07-09,153.0,85.74,65.38,83.78,80.4,65.81,46.5
2007-07-10,150.92,83.21,65.61,85.2,77.95,64.78,45.58
2007-07-11,151.99,83.83,65.44,84.32,77.95,65.74,45.96
2007-07-12,154.39,84.82,66.02,84.03,78.93,67.1,46.97
2007-07-13,154.85,84.94,66.03,84.26,79.68,67.75,47.54
2007-07-16,154.83,84.48,65.82,85.07,79.24,66.72,47.06
2007-07-17,154.75,84.57,65.75,84.89,78.73,66.21,47.05
2007-07-18,154.47,84.24,66.62,85.21,78.3,66.4,46.47
2007-07-19,155.07,84.58,67.01,85.19,78.56,66.8,46.92
2007-07-20,153.5,83.2,67.58,85.96,77.3,65.63,46.61
2007-07-23,153.97,82.98,67.47,85.82,75.95,65.04,47.96
2007-07-24,151.3,81.0,67.47,86.14,74.0,63.25,46.32
2007-07-25,151.61,80.7,66.9,86.31,74.1,62.35,46.59
2007-07-26,148.02,78.46,65.65,87.03,72.4,59.2,44.35
2007-07-27,145.11,76.63,65.41,87.28,70.4,58.22,43.64
2007-07-30,147.38,77.96,65.77,87.03,71.35,59.59,45.07
2007-07-31,145.72,77.1,65.79,87.66,70.4,59.15,44.15
2007-08-01,146.43,77.52,65.93,87.13,71.5,58.65,43.97
2007-08-02,147.6,78.13,65.89,87.35,72.55,58.75,44.46
2007-08-03,143.8,75.38,66.69,87.93,69.88,56.96,42.54
2007-08-06,146.21,76.03,66.52,87.29,71.7,56.73,43.3
2007-08-07,147.77,77.2,66.48,87.22,71.99,56.8,43.62
2007-08-08,149.83,79.55,66.77,86.16,74.6,58.8,45.09
2007-08-09,145.39,77.69,65.46,86.28,74.47,56.77,43.22
2007-08-10,144.71,78.06,66.57,86.08,72.0,57.02,42.47
2007-08-13,145.23,77.67,66.26,86.33,71.7,56.74,42.89
2007-08-14,143.01,76.31,66.29,86.56,69.0,55.38,41.78
2007-08-15,141.04,75.2,66.13,86.25,68.25,53.76,40.14
2007-08-16,142.1,76.75,64.68,87.14,70.01,52.97,39.46
2007-08-17,144.71,78.41,65.01,86.79,71.85,53.93,40.71
2007-08-20,144.64,78.47,65.12,86.84,73.05,54.03,40.79
2007-08-21,144.93,78.69,65.07,87.26,74.15,55.0,40.64
2007-08-22,146.65,79.63,65.4,87.12,74.75,56.8,42.39
2007-08-23,146.52,78.61,65.31,87.42,74.22,56.58,42.61
2007-08-24,148.33,79.63,66.11,87.85,73.75,58.5,43.62
2007-08-27,146.95,78.61,65.98,88.31,72.75,57.35,43.82
2007-08-28,143.72,76.55,65.59,88.46,70.45,55.25,42.04
2007-08-29,146.54,78.56,66.07,88.22,72.3,56.99,43.71
2007-08-30,146.15,78.03,65.8,88.81,72.65,56.47,43.48
2007-08-31,147.59,78.74,66.52,88.88,74.1,57.92,44.61
2007-09-04,149.08,79.75,67.44,88.56,75.1,58.51,45.36
2007-09-05,147.79,79.01,67.56,89.27,73.3,57.88,44.67
2007-09-06,148.13,79.03,68.86,89.04,73.75,59.2,45.02
2007-09-07,146.07,77.66,69.39,90.3,72.37,57.78,44.01
2007-09-10,145.79,76.77,69.62,91.0,71.0,56.81,44.04
2007-09-11,147.49,77.99,70.52,90.93,72.28,58.16,44.93
2007-09-12,147.87,77.56,70.46,90.59,72.41,58.17,45.09
2007-09-13,148.91,77.7,70.08,89.78,73.74,58.93,45.59
2007-09-14,148.9,78.09,69.99,89.91,74.09,59.49,45.68
2007-09-17,148.1,77.26,70.97,90.34,73.95,59.01,45.39
2007-09-18,152.46,80.52,71.7,89.66,76.25,61.7,47.59
2007-09-19,153.36,81.61,71.43,88.83,77.8,61.98,47.8
2007-09-20,152.28,80.79,72.72,87.15,76.85,62.78,47.65
2007-09-21,151.97,80.96,72.34,87.89,76.87,62.94,48.28
2007-09-24,151.69,80.34,72.28,88.14,77.53,62.65,48.88
2007-09-25,151.39,79.82,72.33,87.83,75.57,62.7,48.7
2007-09-26,152.19,80.55,72.0,87.91,76.0,62.97,49.35
2007-09-27,153.09,81.0,72.7,88.52,76.72,64.45,50.08
2007-09-28,152.58,80.04,73.51,88.72,76.47,64.0,49.77
2007-10-01,154.3,82.03,73.9,88.88,78.5,64.94,51.33
2007-10-02,154.09,82.56,72.35,89.16,79.22,64.13,51.68
2007-10-03,153.78,82.32,71.9,88.9,79.2,63.15,50.12
2007-10-04,154.02,82.51,72.87,89.24,79.23,62.6,50.62
2007-10-05,155.85,84.13,73.4,88.28,80.8,64.02,52.3
2007-10-08,155.02,83.5,72.53,88.21,79.9,64.1,51.75
2007-10-09,156.48,84.18,73.09,88.1,80.36,66.12,52.55
2007-10-10,156.22,84.11,73.36,88.15,80.25,66.47,52.62
2007-10-11,155.47,83.16,73.91,88.06,79.71,65.79,52.16
2007-10-12,156.33,83.82,74.59,87.63,79.13,65.84,53.11
2007-10-15,155.01,82.85,75.14,87.65,77.5,65.44,52.46
2007-10-16,153.78,81.94,75.12,87.68,76.21,64.66,51.49
2007-10-17,154.25,82.24,74.5,88.64,76.0,64.83,52.68
2007-10-18,153.69,82.12,76.0,89.13,76.2,66.09,52.95
2007-10-19,149.67,79.09,75.7,90.46,73.74,64.32,50.68
2007-10-22,150.54,80.76,74.6,90.47,74.65,64.05,51.05
2007-10-23,151.76,81.38,75.23,90.35,75.3,65.32,52.46
2007-10-24,151.48,80.86,75.52,91.02,75.0,65.83,52.12
2007-10-25,151.84,80.66,76.03,90.71,74.8,66.88,52.78
2007-10-26,153.62,82.01,77.69,90.5,75.9,69.67,54.28
2007-10-29,154.13,81.92,78.12,90.85,75.35,69.32,55.53
2007-10-30,153.06,81.27,77.35,90.8,75.69,67.14,54.48
2007-10-31,154.65,82.32,78.62,89.98,77.05,68.52,55.67
2007-11-01,151.03,79.14,77.93,90.75,74.3,65.42,53.43
2007-11-02,151.2,79.53,79.83,91.04,72.83,66.27,53.73
2007-11-05,150.05,78.48,79.75,91.0,71.79,65.07,51.86
2007-11-06,152.07,79.96,81.43,90.56,72.54,67.86,53.83
2007-11-07,147.91,77.48,82.24,90.72,70.09,66.26,52.11
2007-11-08,147.16,77.71,82.23,90.56,70.53,66.5,52.38
2007-11-09,145.14,76.85,82.18,91.33,70.29,65.42,51.15
2007-11-12,143.7,76.11,78.3,91.66,70.3,61.36,48.32
2007-11-13,148.08,78.46,79.12,91.32,72.82,62.99,51.73
2007-11-14,147.67,78.16,80.28,91.42,71.75,64.03,51.78
2007-11-15,145.54,76.87,77.95,92.28,71.35,61.76,50.59
2007-11-16,145.79,76.17,77.75,92.41,69.99,62.52,51.22
2007-11-19,143.76,74.66,77.24,93.01,68.65,61.21,48.85
2007-11-20,144.64,75.01,79.47,92.91,67.05,62.82,50.2
2007-11-21,141.68,73.5,79.36,93.45,66.55,62.48,47.67
2007-11-23,144.13,75.06,81.25,93.73,67.82,63.75,49.08
2007-11-26,140.95,73.02,81.3,95.58,65.27,62.98,47.13
2007-11-27,142.57,73.95,80.1,94.67,65.75,63.15,48.93
2007-11-28,147.13,76.75,79.57,94.03,68.83,66.4,51.62
2007-11-29,147.18,76.21,78.28,94.84,69.38,67.1,50.98
2007-11-30,148.66,76.58,77.32,94.38,70.02,66.81,51.42
2007-12-03,147.68,75.75,78.28,94.75,69.51,66.32,50.97
2007-12-04,146.36,75.0,79.4,94.74,67.69,66.06,50.84
2007-12-05,148.81,76.44,78.63,93.61,69.62,67.47,53.09
2007-12-06,150.94,78.25,79.37,92.79,72.12,69.6,53.93
2007-12-07,150.91,78.36,78.6,91.75,71.77,70.35,53.29
2007-12-10,152.08,79.11,80.0,91.2,73.57,71.43,53.31
2007-12-11,147.91,76.33,78.84,92.99,69.36,68.45,53.38
2007-12-12,149.37,76.91,80.49,92.03,69.58,69.54,52.58
2007-12-13,149.06,76.49,78.5,91.03,68.38,69.01,51.14
2007-12-14,147.17,75.0,78.52,90.61,66.31,67.89,49.92
2007-12-17,145.07,73.85,78.13,91.42,65.11,65.82,47.79
2007-12-18,145.88,75.17,79.25,92.01,65.95,66.28,49.1
2007-12-19,145.88,75.63,79.24,93.23,66.5,66.78,49.42
2007-12-20,146.8,76.84,78.67,93.03,66.75,67.79,49.69
2007-12-21,148.13,78.6,80.1,91.67,67.89,69.6,51.19
2007-12-24,149.23,79.17,80.14,91.24,69.74,69.41,51.4
2007-12-26,149.55,79.54,81.52,90.44,68.58,71.1,51.66
2007-12-27,147.67,77.39,81.56,91.06,66.48,69.68,50.47
2007-12-28,147.3,76.56,83.0,92.48,65.5,69.9,50.66
2007-12-31,146.21,75.92,82.46,93.04,65.7,69.12,50.05
2008-01-02,144.93,75.16,84.86,94.38,65.15,69.37,49.22
2008-01-03,144.86,74.33,85.57,94.25,63.04,68.76,49.67
2008-01-04,141.31,72.09,85.13,94.27,61.04,65.82,48.18
2008-01-07,141.19,72.25,84.77,94.68,61.61,63.96,48.53
2008-01-08,138.91,70.02,86.78,94.57,59.37,63.0,48.15
2008-01-09,140.37,70.73,86.55,94.75,60.54,62.53,49.73
2008-01-10,141.29,71.67,88.25,93.47,61.34,64.17,50.32
2008-01-11,140.15,70.22,88.58,94.2,61.24,63.86,48.9
2008-01-14,141.28,70.8,89.54,94.55,61.07,66.06,49.62
2008-01-15,138.17,69.54,87.99,95.61,59.48,64.07,47.38
2008-01-16,136.98,69.57,86.7,94.92,60.25,61.33,45.4
2008-01-17,133.43,67.88,86.5,96.15,59.25,57.85,44.08
2008-01-18,132.06,67.22,87.42,95.49,59.02,58.8,45.09
2008-01-22,130.72,66.74,88.17,96.51,61.01,58.33,43.96
2008-01-23,133.86,69.02,87.89,96.29,66.0,58.25,44.24
